"Date","Year","Month","RF"
"1993/03","1993","03","10.9"
"1993/04","1993","04","6.6"
"1993/05","1993","05","5.4"
"1993/06","1993","06","1.4"
"1993/07","1993","07","24.3"
"1993/08","1993","08","14.8"
"1993/09","1993","09","2.9"
"1993/10","1993","10","16.3"
"1993/11","1993","11","6.8"
"1993/12","1993","12","10.5"
"1994/01","1994","01","6.2"
"1994/02","1994","02","9.3"
"1994/03","1994","03","25.4"
"1994/04","1994","04","7.1"
"1994/05","1994","05","2.5"
"1994/06","1994","06","5.6"
"1994/07","1994","07","5.8"
"1994/08","1994","08","7.2"
"1994/09","1994","09","7"
"1994/10","1994","10","3.3"
"1994/11","1994","11","11.6"
"1994/12","1994","12","9.2"
"1995/01","1995","01","3.7"
"1995/02","1995","02","3.4"
"1995/03","1995","03","7"
"1995/04","1995","04","5.4"
"1995/05","1995","05","3.7"
"1995/06","1995","06","2.6"
"1995/07","1995","07","6.6"
"1995/08","1995","08","6.6"
"1995/09","1995","09","3.7"
"1995/10","1995","10","8.2"
"1995/11","1995","11","2.8"
"1995/12","1995","12","4.7"
"1996/01","1996","01","8.6"
"1996/02","1996","02","6.7"
"1996/03","1996","03","18.8"
"1996/04","1996","04","5.1"
"1996/05","1996","05","3.7"
"1996/06","1996","06","7.3"
"1996/07","1996","07","8.7"
"1996/08","1996","08","2.8"
"1996/09","1996","09","6.9"
"1996/10","1996","10","1.8"
"1996/11","1996","11","17.4"
"1996/12","1996","12","23"
"1997/01","1997","01","14.1"
"1997/02","1997","02","11.4"
"1997/03","1997","03","21"
"1997/04","1997","04","6.8"
"1997/05","1997","05","5.7"
"1997/06","1997","06","18.2"
"1997/07","1997","07","9.5"
"1997/08","1997","08","1.9"
"1997/09","1997","09","7.4"
"1997/10","1997","10","4.6"
"1997/11","1997","11","12.9"
"1997/12","1997","12","9.2"
"1998/01","1998","01","4.9"
"1998/02","1998","02","3"
"1998/03","1998","03","4.2"
"1998/04","1998","04","19.9"
"1998/05","1998","05","4.6"
"1998/06","1998","06","3.6"
"1998/07","1998","07","1.4"
"1998/08","1998","08","3.2"
"1998/09","1998","09","4.3"
"1998/10","1998","10","2.5"
"1998/11","1998","11","14.3"
"1998/12","1998","12","4.9"
"1999/01","1999","01","11.6"
"1999/02","1999","02","14.1"
"1999/03","1999","03","19.1"
"1999/04","1999","04","7.4"
"1999/05","1999","05","2.4"
"1999/06","1999","06","0.5"
"1999/07","1999","07","0.9"
"1999/08","1999","08","3.2"
"1999/09","1999","09","2.2"
"1999/10","1999","10","4"
"1999/11","1999","11","4.2"
"1999/12","1999","12","14.4"
"2000/01","2000","01","9.4"
"2000/02","2000","02","0.2"
"2000/03","2000","03","8"
"2000/04","2000","04","13.1"
"2000/05","2000","05","0.7"
"2000/06","2000","06","6.5"
"2000/07","2000","07","4.5"
"2000/08","2000","08","7.4"
"2000/09","2000","09","7.9"
"2000/10","2000","10","5.9"
"2000/11","2000","11","16.7"
"2000/12","2000","12","0.9"
"2001/01","2001","01","0.9"
"2001/02","2001","02","11.1"
"2001/03","2001","03","2"
"2001/04","2001","04","1.6"
"2001/05","2001","05","2.8"
"2001/06","2001","06","5.3"
"2001/07","2001","07","2.9"
"2001/08","2001","08","2.7"
"2001/09","2001","09","2.6"
"2001/10","2001","10","10.5"
"2001/11","2001","11","18.4"
"2001/12","2001","12","16.2"
"2002/01","2002","01","22.2"
"2002/02","2002","02","8.7"
"2002/03","2002","03","9.2"
"2002/04","2002","04","2.7"
"2002/05","2002","05","5.4"
"2002/06","2002","06","2.2"
"2002/07","2002","07","3.3"
"2002/08","2002","08","5.5"
"2002/09","2002","09","1.8"
"2002/10","2002","10","11.1"
"2002/11","2002","11","1.5"
"2002/12","2002","12","4.4"
"2003/01","2003","01","6"
"2003/02","2003","02","8.2"
"2003/03","2003","03","4.5"
"2003/04","2003","04","4.9"
"2003/05","2003","05","0.5"
"2003/06","2003","06","3.3"
"2003/07","2003","07","6.3"
"2003/08","2003","08","3.6"
"2003/09","2003","09","6.8"
"2003/10","2003","10","4.8"
"2003/11","2003","11","7.9"
"2003/12","2003","12","9.1"
"2004/01","2004","01","8.5"
"2004/02","2004","02","10.2"
"2004/03","2004","03","23.2"
"2004/04","2004","04","17.1"
"2004/05","2004","05","16.5"
"2004/06","2004","06","2.6"
"2004/07","2004","07","2.8"
"2004/08","2004","08","17.8"
"2004/09","2004","09","4.9"
"2004/10","2004","10","5.4"
"2004/11","2004","11","11"
"2004/12","2004","12","4.7"
"2005/01","2005","01","5.9"
"2005/02","2005","02","6.2"
"2005/03","2005","03","18.8"
"2005/04","2005","04","7.1"
"2005/05","2005","05","2.5"
"2005/06","2005","06","6.7"
"2005/07","2005","07","6.1"
"2005/08","2005","08","3.7"
"2005/09","2005","09","16.2"
"2005/10","2005","10","14.2"
"2005/11","2005","11","6.8"
"2005/12","2005","12","1.1"
"2006/01","2006","01","7.7"
"2006/02","2006","02","8"
"2006/03","2006","03","30.7"
"2006/04","2006","04","5.1"
"2006/05","2006","05","10.9"
"2006/06","2006","06","0.9"
"2006/07","2006","07","3.2"
"2006/08","2006","08","2.1"
"2006/09","2006","09","3.6"
"2006/10","2006","10","6.9"
"2006/11","2006","11","4.5"
"2006/12","2006","12","6.2"
"2007/01","2007","01","2.8"
"2007/02","2007","02","6.4"
"2007/03","2007","03","4.3"
"2007/04","2007","04","5.6"
"2007/05","2007","05","1.1"
"2007/06","2007","06","1.7"
"2007/07","2007","07","4.9"
"2007/08","2007","08","6.4"
"2007/09","2007","09","3.3"
"2007/10","2007","10","6"
"2007/11","2007","11","8.7"
"2007/12","2007","12","32.9"
"2008/01","2008","01","13"
"2008/02","2008","02","8.2"
"2008/03","2008","03","2"
"2008/04","2008","04","2.4"
"2008/05","2008","05","2.4"
"2008/06","2008","06","2.8"
"2008/07","2008","07","8.4"
"2008/08","2008","08","7.2"
"2008/09","2008","09","2"
"2008/10","2008","10","1.8"
"2008/11","2008","11","6.5"
"2008/12","2008","12","16.3"
"2009/01","2009","01","6.5"
"2009/02","2009","02","5.7"
"2009/03","2009","03","8.7"
"2009/04","2009","04","6.4"
"2009/05","2009","05","1.4"
"2009/06","2009","06","3.1"
"2009/07","2009","07","4.5"
"2009/08","2009","08","6.8"
"2009/09","2009","09","2"
"2009/10","2009","10","3"
"2009/11","2009","11","16.8"
"2009/12","2009","12","1.8"
"2010/01","2010","01","2.4"
"2010/02","2010","02","2.2"
"2010/03","2010","03","9.8"
"2010/04","2010","04","4.8"
"2010/05","2010","05","1.9"
"2010/06","2010","06","1.1"
"2010/07","2010","07","2.3"
"2010/08","2010","08","1.6"
"2010/09","2010","09","2"
"2010/10","2010","10","14"
"2010/11","2010","11","13.5"
"2010/12","2010","12","7.1"
"2011/01","2011","01","10.9"
"2011/02","2011","02","3.6"
"2011/03","2011","03","7.4"
"2011/04","2011","04","5.1"
"2011/05","2011","05","11.2"
"2011/06","2011","06","3"
"2011/07","2011","07","3.2"
"2011/08","2011","08","4"
"2011/09","2011","09","1.7"
"2011/10","2011","10","2.8"
"2011/11","2011","11","8.2"
"2011/12","2011","12","17.2"
"2012/01","2012","01","0.6"
"2012/02","2012","02","5.9"
"2012/03","2012","03","14.2"
"2012/04","2012","04","3.8"
"2012/05","2012","05","3.8"
"2012/06","2012","06","6.3"
"2012/07","2012","07","2.8"
"2012/08","2012","08","2.6"
"2012/09","2012","09","3.9"
"2012/10","2012","10","0.3"
"2012/11","2012","11","3"
"2012/12","2012","12","7.2"
"2013/01","2013","01","11.4"
"2013/02","2013","02","18.5"
"2013/03","2013","03","5.4"
"2013/04","2013","04","0.2"
"2013/05","2013","05","8.8"
"2013/06","2013","06","2.1"
"2013/07","2013","07","3.2"
"2013/08","2013","08","5.3"
"2013/09","2013","09","3.8"
"2013/10","2013","10","1.7"
"2013/11","2013","11","7.3"
"2013/12","2013","12","4.9"
"2014/01","2014","01","9"
"2014/02","2014","02","5"
"2014/03","2014","03","35"
"2014/04","2014","04","17.1"
"2014/05","2014","05","8.2"
"2014/06","2014","06","3.2"
"2014/07","2014","07","6"
"2014/08","2014","08","13.2"
"2014/09","2014","09","3.3"
"2014/10","2014","10","9.9"
"2014/11","2014","11","3.5"
"2014/12","2014","12","11.2"
"2015/01","2015","01","7.9"
"2015/02","2015","02","4.1"
"2015/03","2015","03","12.4"
"2015/04","2015","04","16.5"
"2015/05","2015","05","7.6"
"2015/06","2015","06","4.7"
"2015/07","2015","07","8.4"
"2015/08","2015","08","24.6"
"2015/09","2015","09","10.9"
"2015/10","2015","10","9.6"
"2015/11","2015","11","18"
"2015/12","2015","12","9.7"
"2016/01","2016","01","1.1"
"2016/02","2016","02","4.2"
"2016/03","2016","03","4.9"
"2016/04","2016","04","11.3"
"2016/05","2016","05","14.9"
"2016/06","2016","06","7.2"
"2016/07","2016","07","17.3"
"2016/08","2016","08","13.4"
"2016/09","2016","09","12.8"
"2016/10","2016","10","12.4"
"2016/11","2016","11","10.2"
"2016/12","2016","12","15.5"
"2017/01","2017","01","7.4"
"2017/02","2017","02","5.9"
"2017/03","2017","03","8.1"
"2017/04","2017","04","16.6"
"2017/05","2017","05","5.9"
"2017/06","2017","06","5.4"
"2017/07","2017","07","6.1"
"2017/08","2017","08","5"
"2017/09","2017","09","3.3"
"2017/10","2017","10","16.1"
"2017/11","2017","11","15.5"
"2017/12","2017","12","10.3"
"2018/01","2018","01","1.8"
"2018/02","2018","02","14"
"2018/03","2018","03","5.7"
"2018/04","2018","04","20.5"
"2018/05","2018","05","5.1"
"2018/06","2018","06","2.2"
"2018/07","2018","07","5.8"
"2018/08","2018","08","29.9"
"2018/09","2018","09","15.6"
"2018/10","2018","10","11.5"
"2018/11","2018","11","4.7"
"2018/12","2018","12","7.3"
"2019/01","2019","01","5.5"
"2019/02","2019","02","21"
"2019/03","2019","03","3"
"2019/04","2019","04","10.8"
"2019/05","2019","05","6.1"
"2019/06","2019","06","2.8"
"2019/07","2019","07","4.3"
"2019/08","2019","08","8.9"
"2019/09","2019","09","5"
"2019/10","2019","10","4.8"
"2019/11","2019","11","5.1"
"2019/12","2019","12","8.5"
